26402023124016, 14,  "Stanley #2 Philips Screwdriver",  6.95, 1, 0.0, $6.95, 01/26/23, 12:40:16 AM EST
26402023124043, 3451,  "Oakley Jawbreaker sunglasses",  236.00, 2, 0.0, $472.00, 01/26/23, 12:40:43 AM EST
26402023124043, 14,  "Stanley #2 Philips Screwdriver",  6.95, 1, 0.0, $6.95, 01/26/23, 12:40:43 AM EST
26422023124213, 1111,  "Top Secret Twenty One - Janet Evanovich",  8.99, 4, 0.0, $35.96, 01/26/23, 12:42:13 AM EST
26422023124213, 268,  "Sidi Wire 2 carbon shoes",  499.99, 1, 0.0, $499.99, 01/26/23, 12:42:13 AM EST
26422023124213, 8543,  "Ritchey 1 inch threaded headset - silver",  45.00, 20, 0.2, $720.00, 01/26/23, 12:42:13 AM EST
26422023124213, 22389,  "Swingline Model B2200 stapler",  18.00, 4, 0.0, $72.00, 01/26/23, 12:42:13 AM EST
26422023124213, 14909,  "1/4in - 28tpi SS nuts",  1.00, 3, 0.0, $3.00, 01/26/23, 12:42:13 AM EST
26432023124324, 582913,  "Look Keo 2 Max pedals",  135.00, 3, 0.0, $405.00, 01/26/23, 12:43:24 AM EST
26432023124324, 4762,  "HP copy paper ultra white - ream",  13.50, 3, 0.0, $40.50, 01/26/23, 12:43:24 AM EST
26432023124324, 286934,  "1 lb - coffee beans",  6.50, 14, 0.15, $77.35, 01/26/23, 12:43:24 AM EST
26432023124324, 97634,  "Campagnolo 12 spd crankset - 53/39 175mm",  750.00, 34, 0.2, $20400.00, 01/26/23, 12:43:24 AM EST
26432023124324, 23,  "Tamiya 2oz paint - ferrari red",  2.39, 5, 0.1, $10.76, 01/26/23, 12:43:24 AM EST
26442023124414, 85456,  "Campagnolo 12 spd rear der",  350.00, 12, 0.15, $3570.00, 01/26/23, 12:44:14 AM EST
26442023124414, 228865X,  "3M Super 33+ electrical tape box 10",  32.50, 4, 0.0, $130.00, 01/26/23, 12:44:14 AM EST
26442023124414, 298765,  "3x5 index cards - 100 count",  2.25, 4, 0.0, $9.00, 01/26/23, 12:44:14 AM EST
26442023124414, 38712987,  "Wilson NCAA official softball - 1 ea",  5.50, 3, 0.0, $16.50, 01/26/23, 12:44:14 AM EST
26442023124414, 85456,  "Campagnolo 12 spd rear der",  350.00, 4, 0.0, $1400.00, 01/26/23, 12:44:14 AM EST
26452023124535, 113355,  "The Bourne Identity - blu-ray",  15.95, 4, 0.0, $63.80, 01/26/23, 12:45:35 AM EST
26452023124535, 97634,  "Campagnolo 12 spd crankset - 53/39 175mm",  750.00, 5, 0.1, $3375.00, 01/26/23, 12:45:35 AM EST
26452023124535, 19981,  "Pledge furniture polish 13oz",  6.50, 7, 0.1, $40.95, 01/26/23, 12:45:35 AM EST
26452023124535, 228865X,  "3M Super 33+ electrical tape box 10",  32.50, 32, 0.2, $832.00, 01/26/23, 12:45:35 AM EST
26452023124535, 115693,  "Colnago C64 - Mapei frame",  6500.00, 14, 0.15, $77350.00, 01/26/23, 12:45:35 AM EST
26452023124535, 268,  "Sidi Wire 2 carbon shoes",  499.99, 3, 0.0, $1499.97, 01/26/23, 12:45:35 AM EST
26452023124535, 89476,  "Assos T-Evo shorts",  299.95, 4, 0.0, $1199.80, 01/26/23, 12:45:35 AM EST
26462023124639, 8543,  "Ritchey 1 inch threaded headset - silver",  45.00, 4, 0.0, $180.00, 01/26/23, 12:46:39 AM EST
26462023124639, 113355,  "The Bourne Identity - blu-ray",  15.95, 4, 0.0, $63.80, 01/26/23, 12:46:39 AM EST
26462023124639, 286934,  "1 lb - coffee beans",  6.50, 4, 0.0, $26.00, 01/26/23, 12:46:39 AM EST
26462023124639, 198,  "Box of 10 Sharpie Roller 0.5mm",  6.50, 4, 0.0, $26.00, 01/26/23, 12:46:39 AM EST
26462023124639, 14909,  "1/4in - 28tpi SS nuts",  1.00, 7, 0.1, $6.30, 01/26/23, 12:46:39 AM EST
26462023124639, 3451,  "Oakley Jawbreaker sunglasses",  236.00, 6, 0.1, $1274.40, 01/26/23, 12:46:39 AM EST
26472023124740, 228865X,  "3M Super 33+ electrical tape box 10",  32.50, 4, 0.0, $130.00, 01/26/23, 12:47:40 AM EST
26472023124740, 47831,  "8x10 picture frame",  4.95, 4, 0.0, $19.80, 01/26/23, 12:47:40 AM EST
26472023124740, 29741,  "Plush teddy bear 8 inch",  24.00, 4, 0.0, $96.00, 01/26/23, 12:47:40 AM EST
26472023124740, 286934,  "1 lb - coffee beans",  6.50, 6, 0.1, $35.10, 01/26/23, 12:47:40 AM EST
26472023124740, 65435689,  "12x16 paper cutter with ruler",  35.95, 4, 0.0, $143.80, 01/26/23, 12:47:40 AM EST
